"ID","VIOLATION.LAST.MODIFIED.DATE","VIOLATION.DATE","VIOLATION.CODE","VIOLATION.STATUS","VIOLATION.STATUS.DATE","VIOLATION.DESCRIPTION","VIOLATION.LOCATION","VIOLATION.INSPECTOR.COMMENTS","VIOLATION.ORDINANCE","INSPECTOR.ID","INSPECTION.NUMBER","INSPECTION.STATUS","INSPECTION.WAIVED","INSPECTION.CATEGORY","DEPARTMENT.BUREAU","ADDRESS","STREET.NUMBER","STREET.DIRECTION","STREET.NAME","STREET.TYPE","PROPERTY.GROUP","SSA","LATITUDE","LONGITUDE","LOCATION"
7143398,"04/03/2024",2023-01-18,"CN064014","OPEN","","REPAIR CORNICE","OTHER   :    :OTHER","COURT YARD / CORNICE - BASEMENT OPEN MORTAR JOINTS .","Failed to maintain cornice in good repair and free from cracks and defects.  (13-196-530(e), 13-196-641)","BL01000",14318877,"CLOSED","N","COMPLAINT","CONSERVATION","7805 S ESSEX AVE",7805,"S","ESSEX","AVE",20626,49,41.753376246,-87.563690641,"(41.75337624614579, -87.56369064144108)"
7143394,"04/03/2024",2023-01-18,"CN065034","OPEN","","REPAIR WINDOW SILLS","OTHER   :    :OTHER","COURT YARD 7809 / WINDOW SILL - OPEN MORTAR JOINT .","Failed to maintain window sill in good repair and free from cracks and defects.  (13-196-530(e), 13-196-550, 13-196-641)","BL01000",14318877,"CLOSED","N","COMPLAINT","CONSERVATION","7805 S ESSEX AVE",7805,"S","ESSEX","AVE",20626,49,41.753376246,-87.563690641,"(41.75337624614579, -87.56369064144108)"
6903622,"09/08/2023",2023-01-11,"CN062024","COMPLIED","07/20/2023","PARAPET","OTHER   :    :OTHER BL00876","FRONT ELEVATION /PARAPET - LEANING FORWARD WITH WASHED OUT MORTAR AND STEP CRACKS. REAR ELEVATION /PARAPET - BRICKS MISSING, SPALLING AND CRACKING WITH WASHED OUT MORTAR AND STEP CRACKS. PERMITS REQUIRED FOR MASONRY REPAIR.","Failed to maintain parapet wall in good repair and free from cracks and defects.  (13-196-530 and 13-196-641)","455370",13913657,"FAILED","N","COMPLAINT","CONSERVATION","3524 N MARSHFIELD AVE",3524,"N","MARSHFIELD","AVE",9334,NA,41.94591889,-87.670196941,"(41.94591889048739, -87.67019694097003)"
6903626,"09/08/2023",2023-01-11,"CN062024","COMPLIED","09/08/2023","PARAPET","OTHER   :    :OTHER","FRONT ELEVATION /PARAPET - LEANING FORWARD WITH WASHED OUT MORTAR AND STEP CRACKS. REAR ELEVATION /PARAPET - BRICKS MISSING, SPALLING AND CRACKING WITH WASHED OUT MORTAR AND STEP CRACKS. PERMITS REQUIRED FOR MASONRY REPAIR.","Failed to maintain parapet wall in good repair and free from cracks and defects.  (13-196-530 and 13-196-641)","BL00876",13913658,"CLOSED","N","COMPLAINT","CONSERVATION","3524 N MARSHFIELD AVE",3524,"N","MARSHFIELD","AVE",9334,NA,41.94591889,-87.670196941,"(41.94591889048739, -87.67019694097003)"
6898295,"04/04/2024",2023-01-11,"EV1110","COMPLIED","04/04/2024","MAINTAIN OR REPAIR ELECT ELEVA","","DETERMINE REASON FOR LOUD NOISE AT GUIDE RAIL #1 AFTER FLOOD","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","371001",13908855,"PASSED","N","COMPLAINT","ELEVATOR","1061 E 41ST PL",1061,"E","41ST","PL",554319,NA,41.819781288,-87.599925267,"(41.819781287792324, -87.59992526726568)"
6903625,"09/08/2023",2023-01-11,"CN061014","COMPLIED","09/08/2023","REPAIR EXTERIOR WALL","OTHER   :    :OTHER","REAR ELEVATION /BRICKS - SPALLING, CRACKING, AND MISSING WITH WASHED OUT MORTAR THROUGHOUT. PERMITS REQUIRED FOR MASONRY REPAIRS.","Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)","BL00876",13913658,"CLOSED","N","COMPLAINT","CONSERVATION","3524 N MARSHFIELD AVE",3524,"N","MARSHFIELD","AVE",9334,NA,41.94591889,-87.670196941,"(41.94591889048739, -87.67019694097003)"
6897811,"09/11/2023",2023-01-10,"CN063014","COMPLIED","09/11/2023","CHIMNEY","EXTERIOR:W   :","CHIMNEY - FRACTURES, LOOSE MORTAR","Failed to maintain chimney in safe and sound working condition.  (13-196-590, 13-196-530(b) and (c), 13-196-641)","BL00876",13908373,"CLOSED","N","COMPLAINT","CONSERVATION","3318 W CONGRESS PKWY",3318,"W","CONGRESS","PKWY",248341,NA,41.874696447,-87.709165043,"(41.87469644700699, -87.70916504339186)"
6897810,"09/11/2023",2023-01-10,"CN063024","COMPLIED","09/11/2023","CHIMNEY CAPPING","EXTERIOR:W   :","CHIMNEY - NO CAP","Cap masonry chimney with non-combustible, water proof materials. (13-152-250 B, 13-152-240, 13-196-590)","BL00876",13908373,"CLOSED","N","COMPLAINT","CONSERVATION","3318 W CONGRESS PKWY",3318,"W","CONGRESS","PKWY",248341,NA,41.874696447,-87.709165043,"(41.87469644700699, -87.70916504339186)"
7019606,"09/11/2023",2023-01-17,"CN190019","COMPLIED","08/08/2023","ARRANGE PREMISE INSPECTION","OTHER   :    :OTHER","INTERIOR OF BUILDING /MOST APARTMENTS - NO ENTRY. UNVERIFIED DETECTORS AND CONDITIONS.","Arrange for inspection of premises. (13-12-100)","282126",14128367,"PASSED","N","COMPLAINT","CONSERVATION","3007 N FRANCISCO AVE",3007,"N","FRANCISCO","AVE",8549,NA,41.936007951,-87.700032819,"(41.93600795073726, -87.7000328192166)"
6900735,"09/11/2023",2023-01-17,"CN061024","COMPLIED","08/08/2023","SUBMIT 2 COPY STRUCTURAL RPT","OTHER   :    :OTHER","SUBMIT CONDITION ASSESSMENT REPORT FOR FRACTURE AT SOUTH WALL. REPORT SHALL BE SIGNED AND SEALED BY A REGISTERED DESIGN PROFESSIONAL, AND BASED ON A CRITICAL, COMPREHENSIVE, AND DETAILED PHYSICAL INSPECTION OF THE PREMISES IDENTIFIED AND DETAILED IN THE VIOLATION. THE CONDITION REPORT MUST IDENTIFY THE DATE, NATURE, SCOPE, FINDINGS, AND DEFICIENCIES OF THE INSPECTION/INVESTIGATION. THE REPORT MUST IDENTIFY EACH TECHNICAL PRINCIPLE OR STANDARD THAT IS THE BASIS OF ANY PROFESSIONAL JUDGMENT AND COMPREHENSIVE RECOMMENDATIONS FOR REPAIRS EXPRESSED IN THE REPORT. RECOMMENDATION OF REPAIRS MUST INCLUDE PHOTOS, DRAWINGS, DETAILS, AND CALCULATIONS WHICH CAN BE SUBMITTED FOR A REPAIR PERMIT IF NECESSARY. THE CONDITION REPORT, PERMIT, AND CONSTRUCTION DOCUMENTS MUST BE KEPT ON FILE AT THE PREMISES AND MADE AVAILABLE FOR FIELD INSPECTION REVIEW AND APPROVAL BY ALL RELATED TRADES. SUBMIT ELECTRONIC REPORT FOR REVIEW AND APPROVAL TO: DOB_CAR@CITYOFCHICAGO.ORG (14X-1-104.1 THRU 14X-1-104.4, 14A-6-603.5, AND 14A-4-411.1)","Failed to maintain building or structure in a structurally safe and stable condition.  The Building Commissioner requests submission of two (2) copies of a structural condition report prepared, signed and sealed by an Illinois licensed Architect or Structural Engineer, attesting to the structural conditions of the building or structure.  (13-196-030)","282126",14128367,"PASSED","N","COMPLAINT","CONSERVATION","3007 N FRANCISCO AVE",3007,"N","FRANCISCO","AVE",8549,NA,41.936007951,-87.700032819,"(41.93600795073726, -87.7000328192166)"
6898641,"12/28/2023",2023-01-12,"CN070014","OPEN","","REPAIR EXTERIOR STAIR","OTHER   :    :OTHER","FRONT / EXTERIOR STAIR - GUARDRAILS TOE NAILED ONLY TO COLUMNS AND NAILED TO WALL","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","BL00941",14178787,"FAILED","N","COMPLAINT","CONSERVATION","6146 S MAY ST",6146,"S","MAY","ST",363002,NA,41.781872121,-87.653492077,"(41.78187212114613, -87.65349207667806)"
6898642,"12/28/2023",2023-01-12,"CN062024","OPEN","","PARAPET","OTHER   :    :OTHER","NORTH ELEVATION / PARAPET - WASHED OUT MORTAR .","Failed to maintain parapet wall in good repair and free from cracks and defects.  (13-196-530 and 13-196-641)","BL00941",14178787,"FAILED","N","COMPLAINT","CONSERVATION","6146 S MAY ST",6146,"S","MAY","ST",363002,NA,41.781872121,-87.653492077,"(41.78187212114613, -87.65349207667806)"
6898643,"12/28/2023",2023-01-12,"CN069024","OPEN","","FOUNDATION, ADEQUATELY SUPPORT","OTHER   :    :OTHER","REAR /RETANINING WALL - LEAN OUT 10 INCH IN 3FT HIGH .","Repair or replace foundation. (13-196-530 A)","BL00941",14178787,"FAILED","N","COMPLAINT","CONSERVATION","6146 S MAY ST",6146,"S","MAY","ST",363002,NA,41.781872121,-87.653492077,"(41.78187212114613, -87.65349207667806)"
6902650,"04/09/2024",2023-01-19,"EV1050","COMPLIED","03/29/2024","SERVICE RECORDS","","PROVIDE CURRENT SERVICE MAINTENANCE SERVICE LOGS & FIRE SERVICE TEST LOGS ON SITE.","Failed to maintain and/or provide access to inspection records as provided by rule. (13-8-030, 18-30-460, Rules and Regulations for Annual Inspection Certification for Conveyance Devices 25)","432622",14163437,"PASSED","N","PERIODIC","ELEVATOR","2800 W FULTON ST",2800,"W","FULTON","ST",30462,NA,41.88664623,-87.696558136,"(41.88664623029924, -87.69655813600897)"
6899556,"09/18/2023",2023-01-14,"CN061014","COMPLIED","09/18/2023","REPAIR EXTERIOR WALL","OTHER   :    :OTHER","WEST AND EAST ELEVATION / EXTERIOR WALL - 1ST FL STEP CRACKS","Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)","BL00876",13909985,"CLOSED","N","COMPLAINT","CONSERVATION","6205 S KIMBARK AVE",6205,"S","KIMBARK","AVE",19441,NA,41.782156661,-87.594535399,"(41.782156661108985, -87.59453539947498)"
6899557,"09/18/2023",2023-01-14,"CN138106","COMPLIED","09/18/2023","STOP/REMOVE NUISANCE","OTHER   :    :OTHER","EAST ELEVATION / NUISANCE - GRAFFITI","Remove and stop nuisance. (7-28-060)","BL00876",13909985,"CLOSED","N","COMPLAINT","CONSERVATION","6205 S KIMBARK AVE",6205,"S","KIMBARK","AVE",19441,NA,41.782156661,-87.594535399,"(41.782156661108985, -87.59453539947498)"
6899553,"09/18/2023",2023-01-14,"CN073014","COMPLIED","09/18/2023","REPAIR EXTERIOR DOOR","OTHER   :    :OTHER","WEST ELEVATION / 2 EXTERIOR DOOR - DO NOT LATCH","Failed to maintain exterior door in sound condition and repair.  (13-196-550(d) and (e), 13-196-641)","BL00876",13909985,"CLOSED","N","COMPLAINT","CONSERVATION","6205 S KIMBARK AVE",6205,"S","KIMBARK","AVE",19441,NA,41.782156661,-87.594535399,"(41.782156661108985, -87.59453539947498)"
6901158,"11/02/2023",2023-01-18,"CN197019","OPEN","","INSTALL SMOKE DETECTORS","OTHER   :    :OTHER","REAR COACH HOUSE / SMOKE DETECTOR- MISSING BASEMENT AND 1ST FL . PER SECTION CODE 13 56-020","Install and maintain approved smoke detectors. (13-196-100 thru 13-196-160) Install a smoke detector in every dwelling unit. Install one on any living level with a habitable room or unenclosed heating plant, on the uppermost ceiling of enclosed porch stairwell, and within 15 feet of every sleeping room. Be sure the detector is at least 4 inches from the wall, 4 to 12 inches from the ceiling, and not above door or window.","87296",14161250,"FAILED","N","COMPLAINT","CONSERVATION","325 E 117TH ST",325,"E","117TH","ST",529046,40,41.681279811,-87.615646424,"(41.681279811004465, -87.61564642390186)"
6901160,"11/02/2023",2023-01-18,"CN197087","OPEN","","CARB MONOX DETECT IN RESID","OTHER   :    :OTHER","REAR COACH HOUSE / CARBON MONOXIDE - MISSING .","Install carbon monoxide detector within 40 feet of every sleeping room in residential structure. (13-64-190, 13-64-210) A carbon monoxide detector is needed whenever there is a heating appliance on the premises that burns fossil fuel such as gas, oil, or coal, or air that is circulated through a heat exchanger. Install according to manufacturer instructions. A hard wired model requires an electrical wiring permit. In a single family residence, be sure the detector is on or below the lowest floor with a place to sleep. In a multiple dwelling residence heated by a boiler, install a detector in the same room as the boiler. Otherwise, each apartment follows single family guidelines. The owner is responsible for installation and written instructions, the tenant for testing, maintenance, and batteries.","87296",14161250,"FAILED","N","COMPLAINT","CONSERVATION","325 E 117TH ST",325,"E","117TH","ST",529046,40,41.681279811,-87.615646424,"(41.681279811004465, -87.61564642390186)"
6901162,"11/02/2023",2023-01-18,"CN074014","OPEN","","SERVICE WALK, PASSAGE, AREAWAY","OTHER   :    :OTHER","REAR /SEVICE WALK - BROKEN","Failed to maintain exterior service walks, passage and areaways in clean, sanitary and safe condition.  (13-196-630, 13-196-641)","87296",14161250,"FAILED","N","COMPLAINT","CONSERVATION","325 E 117TH ST",325,"E","117TH","ST",529046,40,41.681279811,-87.615646424,"(41.681279811004465, -87.61564642390186)"
6901163,"11/02/2023",2023-01-18,"CN070024","OPEN","","REPAIR PORCH SYSTEM","OTHER   :    :OTHER","FRONT /EXTERIOR PORCH - GRADE TO 2ND FL FOOT BROKEN .HALF LAP 1/2 GAPS WITH 2 BOLTS GUARDRAILS AND STRINGERS NAILED ONLY TO COLUMNS ,HEADERS AND WALL .1ST FL GUARDRAIL MISSING .IRON GUARDRAILS RUSTED AND POST RUSTED THROUGH PLANS AND PERMIT REQUIRED FOR FRONT PORCH .","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","87296",14161250,"FAILED","N","COMPLAINT","CONSERVATION","325 E 117TH ST",325,"E","117TH","ST",529046,40,41.681279811,-87.615646424,"(41.681279811004465, -87.61564642390186)"
6901164,"11/02/2023",2023-01-18,"CN070014","OPEN","","REPAIR EXTERIOR STAIR","OTHER   :    :OTHER","FRONT HOUSE/ REAR EXTERIOR STAIR -GRADE TO 1ST FL TREADS ROTTED LEDGER BOARD NAILED ONLY GUARDRAILS MISSING GUARDRAILS AND STRINGER NAILED ON TO COLUMNS ,HEADERS AND WALL .REAR COACH HOUSE / FRONT EXTERIOR STAIR - GRADE TO 1ST FL COLUMNS LOOSE MORTAR LEDGER BOARD NAILED TO WALL 1ST RISER 12 INCH HIGH.GUARDRAILS AND STRINGER NAILED ONLY TO COLUMNS HEADERS AND WALL.SECTION OF GUARDRAIL MISSING .FRONT HOUSE / REAR EXTERIOR STAIR -BASEMENT TO GRADE .HANDRAIL AND GUARDRAIL MISSING,","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","87296",14161250,"FAILED","N","COMPLAINT","CONSERVATION","325 E 117TH ST",325,"E","117TH","ST",529046,40,41.681279811,-87.615646424,"(41.681279811004465, -87.61564642390186)"
6901165,"11/02/2023",2023-01-18,"PL164057","OPEN","","REPAIR CATCH BASIN","OTHER   :    :OTHER","REAR / CATCH BASIN  - CRACKED .","Repair catch basin.  (18-29-102.3),  (18-29-1003.1 thru 1003.4)","87296",14161250,"FAILED","N","COMPLAINT","CONSERVATION","325 E 117TH ST",325,"E","117TH","ST",529046,40,41.681279811,-87.615646424,"(41.681279811004465, -87.61564642390186)"
6901166,"11/02/2023",2023-01-18,"CN012022","OPEN","","1HR FLR OVER BSMT, 1 OR 2 DU","OTHER   :    :OTHER","REAR COACH HOUSE /BASEMENT CEILING - EXPOSED JOIST.","Failed to construct floor over basement with materials of at least one hour fire resistance, other than in single family and two family dwellings.  (13-60-200)","87296",14161250,"FAILED","N","COMPLAINT","CONSERVATION","325 E 117TH ST",325,"E","117TH","ST",529046,40,41.681279811,-87.615646424,"(41.681279811004465, -87.61564642390186)"
6899555,"09/18/2023",2023-01-14,"CN065014","COMPLIED","09/18/2023","REPAIR LINTELS","OTHER   :    :OTHER","6207 SOUTH ELEVATION / 3RD FL LINTEL - RUSTED AND BENT . PERMIT REQUIRED TO REPLACE LINTEL","Failed to maintain lintel in good repair and free from cracks and defects.  (13-196-530(e), 13-196-641)","BL00876",13909985,"CLOSED","N","COMPLAINT","CONSERVATION","6205 S KIMBARK AVE",6205,"S","KIMBARK","AVE",19441,NA,41.782156661,-87.594535399,"(41.782156661108985, -87.59453539947498)"
6899547,"09/18/2023",2023-01-14,"CN065034","COMPLIED","08/18/2023","REPAIR WINDOW SILLS","OTHER   :    :OTHER BL00876","WEST ,EAST AND NORTH ELEVATION / WINDOW SILLS - OPEN MORTAR JOINT .","Failed to maintain window sill in good repair and free from cracks and defects.  (13-196-530(e), 13-196-550, 13-196-641)","87296",13909984,"FAILED","N","COMPLAINT","CONSERVATION","6205 S KIMBARK AVE",6205,"S","KIMBARK","AVE",19441,NA,41.782156661,-87.594535399,"(41.782156661108985, -87.59453539947498)"
6899554,"09/18/2023",2023-01-14,"CN065034","COMPLIED","09/18/2023","REPAIR WINDOW SILLS","OTHER   :    :OTHER","WEST ,EAST AND NORTH ELEVATION / WINDOW SILLS - OPEN MORTAR JOINT .","Failed to maintain window sill in good repair and free from cracks and defects.  (13-196-530(e), 13-196-550, 13-196-641)","BL00876",13909985,"CLOSED","N","COMPLAINT","CONSERVATION","6205 S KIMBARK AVE",6205,"S","KIMBARK","AVE",19441,NA,41.782156661,-87.594535399,"(41.782156661108985, -87.59453539947498)"
6899690,"12/05/2023",2023-01-12,"EV1111","COMPLIED","04/20/2023","MAINTAIN OR REPAIR HYDRO ELEVA","","REPLACE ALL NON-FEK01 KEY SWITCHES THROUGHOUT THE BUILDING.ALL FIREMAN SERVICE KEY SWITCHES MUST BE KEYED ALIKE","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","534569",13910087,"PASSED","N","PERMIT","ELEVATOR","540 N STATE ST",540,"N","STATE","ST",651637,NA,41.892069494,-87.628224428,"(41.89206949449362, -87.62822442829267)"
6899691,"04/12/2024",2023-01-12,"EV1111","COMPLIED","04/10/2024","MAINTAIN OR REPAIR HYDRO ELEVA","","RE-SCHEDULE INSPECTION TESTING OF FIREMAN RECALL OF ELEVATORS #15, & #16.","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","534569",13910087,"PASSED","N","PERMIT","ELEVATOR","540 N STATE ST",540,"N","STATE","ST",651637,NA,41.892069494,-87.628224428,"(41.89206949449362, -87.62822442829267)"
6899558,"09/18/2023",2023-01-14,"CN064014","COMPLIED","09/18/2023","REPAIR CORNICE","OTHER   :    :OTHER","FRONT 6205/315 / CORNICE - 1STF CRACKED .","Failed to maintain cornice in good repair and free from cracks and defects.  (13-196-530(e), 13-196-641)","BL00876",13909985,"CLOSED","N","COMPLAINT","CONSERVATION","6205 S KIMBARK AVE",6205,"S","KIMBARK","AVE",19441,NA,41.782156661,-87.594535399,"(41.782156661108985, -87.59453539947498)"
7043237,"09/19/2023",2023-01-18,"CN031023","OPEN","","FIRE EXTNGSHR RECHARGE & TAG","","RETAG FIRE EXTINGUISHERS","Failed to maintain properly charged fire extinguisher and to attach tag which clearly indicates recharge date and signature of the person who performed the recharge.  (15-16-680)","BL00950",13952328,"FAILED","N","PERIODIC","SPECIAL INSPECTION PROGRAM","8600 W BRYN MAWR AVE",8600,"W","BRYN MAWR","AVE",12687,NA,41.981134545,-87.841638423,"(41.98113454543051, -87.84163842292439)"
7043200,"09/19/2023",2023-01-18,"CN039013","OPEN","","POST APPROVED OCCUPANCY CARD","","OBTAIN AND POST OCCUPANCY PLACARDS FOR 1ST FLOOR AND LOWER LEVEL CITY LINE CAFE AND LOOP LOUNGE","Failed to post in a conspicuous location, the approved occupancy card indicating the number of people who may legally occupy such rooms and space in every theater, public assembly unit or open air assembly unit and in every room or portion of such units.  (13-84-410)","BL00950",13952321,"FAILED","N","PERIODIC","SPECIAL INSPECTION PROGRAM","8700 W BRYN MAWR AVE",8700,"W","BRYN MAWR","AVE",12688,NA,41.98109378,-87.844075627,"(41.98109378013414, -87.844075627491)"
7043199,"09/19/2023",2023-01-18,"CN031023","OPEN","","FIRE EXTNGSHR RECHARGE & TAG","","RETAG FIRE EXTINGUISHERS","Failed to maintain properly charged fire extinguisher and to attach tag which clearly indicates recharge date and signature of the person who performed the recharge.  (15-16-680)","BL00950",13952321,"FAILED","N","PERIODIC","SPECIAL INSPECTION PROGRAM","8700 W BRYN MAWR AVE",8700,"W","BRYN MAWR","AVE",12688,NA,41.98109378,-87.844075627,"(41.98109378013414, -87.844075627491)"
7043235,"09/19/2023",2023-01-18,"CN100303","OPEN","","ASSEMBLY UNIT CO DETECTOR","","INSTALL A CARBON MONOXIDE DECTETOR IN LAUNDRY","Failed to provide carbon monoxide detector for every 10,000 square feet or less of floor area on every floor of a Class C assembly unit which has a fossil fuel burning appliance located on it.  (13-64-260, 13-64-270)","BL00950",13952328,"FAILED","N","PERIODIC","SPECIAL INSPECTION PROGRAM","8600 W BRYN MAWR AVE",8600,"W","BRYN MAWR","AVE",12687,NA,41.981134545,-87.841638423,"(41.98113454543051, -87.84163842292439)"
6898186,"01/10/2023",2023-01-10,"CN062034","OPEN","","REPAIR COPING","OTHER   :    :OTHER","NORTH PARAPET - BROKEN COPING TILES.","Failed to maintain roof coping in good repair and free from cracks defects.  (13-196-530, 13-196-530(c) and 13-196-641)","60527",13908791,"FAILED","N","COMPLAINT","CONSERVATION","6950 S VERNON AVE",6950,"S","VERNON","AVE",393406,NA,41.767907703,-87.614255365,"(41.76790770291883, -87.61425536477357)"
6897889,"09/22/2023",2023-01-10,"CN061014","COMPLIED","08/29/2023","REPAIR EXTERIOR WALL","OTHER   :    :OTHER BL00876","SOUTH AND WEST ELEVATIONS / EXTERIOR WALLS -  MASONRY FRACTURES.","Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)","371335",13908440,"FAILED","N","COMPLAINT","CONSERVATION","7767 S SOUTH SHORE DR",7767,"S","SOUTH SHORE","DR",20742,NA,41.755645993,-87.551788772,"(41.75564599304704, -87.55178877205995)"
6897894,"09/22/2023",2023-01-10,"CN061014","COMPLIED","09/22/2023","REPAIR EXTERIOR WALL","OTHER   :    :OTHER","SOUTH AND WEST ELEVATIONS / EXTERIOR WALLS -  MASONRY FRACTURES.","Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)","BL00876",13908441,"CLOSED","N","COMPLAINT","CONSERVATION","7767 S SOUTH SHORE DR",7767,"S","SOUTH SHORE","DR",20742,NA,41.755645993,-87.551788772,"(41.75564599304704, -87.55178877205995)"
