Brand,Product_Description,Screen_Size,RAM,Processor,GPU,GPU_Type,Resolution,Condition,Price
Lenovo,"Lenovo ThinkPad T480s 14"" Laptop i5 8th Gen 256GB NVME 16GB RAM Win 11 Pro FHD",14,16,Intel Core i5 8th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,249.99
Samsung,"Samsung Galaxy Book Pro 360 13.3"" FHD TOUCH 2.8 GHz i7-1165G7 8GB RAM 512GB SSD",13.3,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,,1920 x 1080,Excellent - Refurbished,489.99
Dell,"Dell 14"" PC Gaming Laptop - Intel Quad Core i5 64GB RAM 2TB SSD Windows 11 Pro",14,64,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,249.99
HP,"HP EliteBook x360 1040 G7 14"" UHD 4K Touch 2n1 Laptop i5-10310U 16GB 256GB Wrnty",14,16,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,3840 x 2160,New,518.0
LG,"LG GRAM 17"" WQXGA (2560x1600) Laptop i7-1360P 16GB 512GB SSD 17ZB90R-K.AAC7U1",17,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2560 x 1600,Open box,669.0
Samsung,"Samsung Galaxy Book2 360 13.3"" 2022 FHD TOUCH 1.3 GHz i5-1235U 8GB RAM 256GB SSD",13.3,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,,1920 x 1080,Excellent - Refurbished,439.99
Dell,"Dell Inspiron 5430 14"" 2560x1600 Laptop i7-1360U 16GB RAM 1TB SSD W11",14,16,Intel Core i7 13th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,2560x1600,Good - Refurbished,499.0
Microsoft,"Microsoft Surface Pro 9 - i5/8GB/256GB 13"" Windows 11 - Graphite",13,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,,New,650.0
Lenovo,"Lenovo IdeaPad Flex 5 14IAU7 14"" Touch i5 1.30GHz 8GB 512GB W11H Storm Gray B2",14,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,314.5
Dell,"Dell Latitude 9440 (2-in-1) 14"" QHD+ TOUCH 1.8 GHz i7-1365U 32GB RAM 512GB SSD",14,32,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2560 x 1600,Excellent - Refurbished,959.99
Dell,"Dell Latitude 9430 (2-in-1) 14"" QHD+ TOUCH 1.8 GHz i7-1265U 16GB RAM 512GB SSD",14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,,2560 x 1600,Excellent - Refurbished,679.99
HP,"HP Elitebook 1040 G4 14"" FHD TOUCH 2.8GHz i7-7600U 8GB 512GB SSD - Very Good",14,8,Intel Core i7 7th Gen.,Intel HD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,199.99
HP,"🔥 2023 HP 15.6"" FHD Intel i5-1135G7/8GB/256GB SSD/Windows 11 Silver 15-dy2795wm",15.6,8,Intel Core i5 11th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,New,359.75
Dell,Dell Latitude 5540 i5 16 GB RAM 512 SSD - Factory Sealed,15.6,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,585.0
Dell,Brand New! Dell Inspiron 15 3520 15.6''- 256GB SSD. Intel Core I3 8GB. (4.1 GHz),15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,New,299.0
Lenovo,ThinkPad L15 Gen 2 Laptop 15.6” FHD Core i5 11th Gen 16GB 512GB SSD Windows 11,15.6,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,,Very Good - Refurbished,319.99
Dell,"Dell Latitude 5500 15.6"" FHD Quad-Core i5-8365U 32GB 1TB SSD Webcam Win 11 Pro",15.6,32,Intel Core i5 8th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,,Very Good - Refurbished,315.99
MSI,MSI Stealth 15M Gaming Laptop (Core i7 11375/16GB/RTX 3060/512GB M.2/FHD/144Hz),15.6,16,Intel Core i7 11th Gen.,NVIDIA GeForce RTX 3060,Dedicated Graphics,1920 x 1080,Open box,699.99
Dell,Dell Latitude 14 RUGGED 5430 i5-1145G7 512GB 16GB FHD TOUCH CMRA W11P BT WTY,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,379.99
HP,"HP Laptop 15-dy2792wm 15.6"" FHD Intel i3-1115G4 8GB RAM 256GB SSD Win 11 - Blue",15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,299.95
HP,HP 17 Laptop 11th Gen Intel Core i5-1135G7 8GB RAM 256GB SSD Win10 Home 17.3” HD,17.3,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1600 x 900,Open box,399.99
Lenovo,"Lenovo ThinkPad X1 Carbon Gen 8 14"" 4K UHD 1.8 GHz i7-10610U 16GB RAM 1TB SSD",14,16,Intel Core i7 10th Gen.,Intel UHD Graphics,,3840 x 2160,Very Good - Refurbished,499.99
Dell,"Dell Latitude 3490 14"" Laptop i5 8th Gen 256GB SSD 16GB RAM Win 10 Pro (HA)",14,16,Intel Core i5 8th Gen.,Integrated,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,179.95
Microsoft,"Microsoft Surface Laptop Go 12.4"" Touch-Screen 10 Gen i5 8GB Memory 128GB SSD",12.4,8,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1536 x 1024,Open box,265.0
Dell,Dell Latitude Light Gaming Laptop PC Intel Core i7 4.20GHz 64GB RAM 2TB SSD NVMe,14,64,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,288.99
Dell,DELL LATITUDE 7212 RUGGED EXTREME TABLET i5-7300U 16GB 256GB SSD W10P GPS Stylus,11.6,16,Intel Core i5 7th Gen.,Intel(R) HD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,293.99
Microsoft,"Microsoft Surface Laptop Go 3 12.4"" TOUCH 2.5 GHz i5-1235U 16GB RAM 512GB SSD",12.4,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,,1536 x 1024,Excellent - Refurbished,479.99
HP,"HP Pavilion Plus 14t-eh000 14 Laptop PC 14"" 2.2K i5-1240P Backlit Key FP Reader",14,8,Intel Core i5 12th Gen.,Intel® Iris XE,Integrated/On-Board Graphics,2240 x 1400,Excellent - Refurbished,369.55
Samsung,"Samsung Galaxy Book S 13.3"" FHD TOUCH 1.4 GHz i5-L16G7 8GB 256GB SSD Excellent",13.3,8,Intel Core i5 11th Gen.,Intel UHD Graphics,,1920 x 1080,Excellent - Refurbished,299.99
Lenovo,"Lenovo V15 G4 15.6"" Laptop AMD Ryzen 5 5500U 2.1GHz 16GB 512GB AMD Graphics",15.6,16,AMD Ryzen 5 5000 Series,AMD Radeon Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,345.95
HP,"🔥 HP Victus 15.6"" AMD Ryzen5/8GB/512GB SSD/RTX 2050 Gaming Laptop 15-fb1013dx🔥",15.6,8,AMD Ryzen 5 7000 Series,NVIDIA GeForce RTX 2050,Dedicated Graphics,1920 x 1080,New,538.75
HP,"HP Spectre x360 2-in-1 14"" QHD+ TOUCH 1.7 GHz i7-1255U 16GB RAM 1TB SSD",14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,,3000 x 2000,Excellent - Refurbished,699.99
Lenovo,"NEWLenovo Thinkpad X1 Carbon G10 Laptop 14"" Intel i5-1240P 256GB 16GB W10P 3YEAR",14,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1200,New,999.99
Asus,"New Asus Vivobook F15 15.6"" FHD Touch i7-1255U 16GB 512GB Webcam Blue Windows 11",15.6,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphic,Integrated/On-Board Graphics,1920 x 1080,New,534.86
LG,"LG Gram 14"" White 2022 FHD+ 1.7 GHz i5-1240P 8GB RAM 512GB SSD - Good Condition",14,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,,1920 x 1200,Good - Refurbished,329.99
Dell,DELL LATITUDE 7212 RUGGED EXTREME TABLET i5-7300U 16GB 1TB SSD W10P GPS Stylus,11.6,16,Intel Core i5 7th Gen.,Intel(R) HD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,314.99
HP,"HP EliteBook x360 1030 G2 13.3"" FHD TOUCH 2.8 GHz i7-7600U 8GB RAM 256GB SSD",13.3,8,Intel Core i7 7th Gen.,Intel HD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,239.99
Dell,"Dell Latitude 7320 - 13""3 Intel Core i5-1145G7 - 2.60GHz -16GB -512GB Win11 (99)",13.3,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,355.0
Dell,"Dell Precision 5680 16"" 512GB SSD, Intel Core i7-13850, 2.10GHz, 32GB RAM NEW",16,32,Intel Core i7 13th Gen.,INVIDIA RTX A1000,Dedicated Graphics,3840 x 2400,Open box,940.0
Dell,"Dell Latitude E7270 12.5"" Core i7 2.6GHz 16GB RAM 512GB SSD Win 11Pro LIGHT",12.5,16,Intel Core i7 6th Gen.,Intel® HD Graphics,Integrated/On-Board Graphics,,Excellent - Refurbished,219.88
Lenovo,Lenovo ThinkPad X1 Carbon 14 Gen 8 FHD 1.8 GHz i7-10510U 16GB 512GB Excellent,14,16,Intel Core i7 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,449.99
Lenovo,"Lenovo ThinkPad Yoga P40 2 in 1 14"" QHD TOUCH i7 16GB 512GB SSD M500M Laptop",14,16,Intel Core i7 6th Gen.,NVIDIA Quadro M500M,Integrated/On-Board Graphics,2560 x 1440,Good - Refurbished,299.99
Lenovo,LENOVO ThinkPad T470 14 FHD I5-6300U 2.40GHz 256GB SSD 8GB W10P Fingerprint,14,8,Intel Core i5 6th Gen.,Skylake GT2 [HD Graphics 520],Dedicated Graphics,1920 x 1080,Good - Refurbished,128.99
Lenovo,"Lenovo ThinkPad T490 i7-8665U Quad Core 32gb, 1TB NVME SSD FHD IPS laptop win 11",14,32,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,399.99
Lenovo,"Lenovo Yoga 9i 15.6"" 2020 FHD TOUCH 2.6 GHz i7-10750H 16GB 1TB SSD - GTX 1650 Ti",15.6,16,Intel Core i7 10th Gen.,NVIDIA GeForce GTX 1650 Ti Max-Q,,1920 x 1080,Very Good - Refurbished,619.99
Dell,Dell Inspiron 16 7630 2-In-1 16'' 4K OLED Intel i7-1360P 1TB SSD 16GB DDR5 MX550,16,16,Intel Core i7 13th Gen.,NVIDIA GeForce MX550,Integrated/On-Board Graphics,3840 x 2400,Open box,879.0
Lenovo,Lenovo ThinkPad X12 Detachable Gen 1 LTE 1.1GHz i5-1130G7 16GB 512GB - Excellent,12,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1280,Excellent - Refurbished,601.79
Lenovo,"Lenovo ThinkPad T490 14"" Black 2018 FHD 1.9 GHz i7-8665U 16GB RAM 512GB SSD",14,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,,1920 x 1080,Very Good - Refurbished,259.99
Lenovo,"NEW Lenovo ThinkPad T14s Gen 4 Laptop i5-1345U 16GB 14"" 1920x1200 256GB SSD PS",14,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1200,New,750.0
Samsung,"Samsung Galaxy Book Pro 15.6"" Blue 2021 FHD 2.8 GHz i7-1165G7 16GB RAM 1TB SSD",15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,,1920 x 1080,Excellent - Refurbished,479.99
Dell,"Dell Latitude 5310 13.3"" FHD i5-10310U 1.70GHz 8GB RAM 256GB SSD Win 10 Pro",13.3,8,Intel Core i5 10th Gen.,,,,Good - Refurbished,195.0
HP,"HP Elitebook 840 G4 14"" Silver FHD TOUCH 2.8 GHz i7-7600U 16GB RAM 256GB SSD",14,16,Intel Core i7 7th Gen.,Intel HD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,209.99
Dell,"Dell XPS 13 9310 13.4"" 2021 FHD+ 3.0 GHz i7-1185G7 16GB RAM 512GB SSD Very Good",13.4,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1200,Very Good - Refurbished,549.99
Microsoft,**EMPTY BOX** Microsoft Surface Pro 8 Laptop/Tablet 512 GB Intel Core i7 11th,13,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2880 x 1920,Open box,50.0
Acer,"Acer 15.6"" Aspire 3 Laptop FHD Intel Core i3-1115g4 8GB RAM 256GB SSD",15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,New,289.0
Samsung,"Samsung Galaxy Book3 Pro 16"" 1TB SSD Core i7 13th Gen (Graphite) - Excellent",16,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2880 x 1800,Excellent - Refurbished,929.99
Microsoft,"Microsoft Surface Pro 9 - i5/8GB/256GB 13"" Windows 11 - Sapphire",13,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2880 x 1920,New,650.0
Dell,"Dell Latitude E7270, i7-6th Gen, 2.6GHz. 16GB, 256-SSD, Ultrabook 12.5""Laptop",12.5,16,Intel Core i7 6th Gen.,Intel HD Graphics 520,,1366 x 786,Very Good - Refurbished,219.0
Dell,"Dell Latitude 5289, 2 in 1, I7-7th Gen, 2.8 GHz, 256 SSD, 16GB Ram 12.5"" Screen.",12.5,16,Intel Core i7 7th Gen.,Intel HD Graphics 620,,1920 x 1080,Good - Refurbished,239.0
Lenovo,"Lenovo ThinkPad T490s 14"" 2018 FHD TOUCH 1.8 GHz i7-8565U 16GB RAM 512GB SSD",14,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,259.99
Asus,"Asus Q540VJ 15.6"" OLED Laptop i9-13900H 2.60GHz 16GB RAM 1TB SSD RTX3050 6GB",15.6,16,Intel Core i9 13th Gen.,NVIDIA GeForce RTX 3050,Dedicated Graphics,2880 x 1620,Open box,570.0
Lenovo,"Lenovo ThinkPad x390 13.3"" 2018 FHD TOUCH 1.6 GHz i5-8365U 8GB RAM 256GB SSD",13.3,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,169.99
Gateway,"Gateway Ultra Slim Touchscreen Laptop: i5-1235U, 14.1"" IPS, 8GB RAM, 512GB SSD",14.1,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,324.99
Dell,"Dell Latitude E7470 14"" HD Intel i5-6300U 16GB SSD 1TB -Touchscreen- Win11 Pro",14,16,Intel Core i5 6th Gen.,Intel HD Graphics 520,Integrated/On-Board Graphics,1920 x 1080,Open box,278.98
Lenovo,"Lenovo ThinkPad L13 13.3"" Laptop i5-10210U 256GB SSD 8GB RAM Win 10 Pro (OC)",13.3,8,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,224.95
Dell,"Dell Latitude 3420 14"" 2021 FHD 2.8 GHz i7-1165G7 8GB RAM 256GB SSD Very Good",14,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,,1920 x 1080,Very Good - Refurbished,274.99
Panasonic,"Panasonic CF-20 mk2 i5-7Y57 16gb 256gb SSD New In Box WAN Dual Cam, 2d Barcode",10.1,16,Intel Core i5 7th Gen.,Intel HD Graphics 615,Integrated/On-Board Graphics,1920 x 1200,New,699.0
Lenovo,"Lenovo ThinkBook 14-IIL 20SL Laptop 14"" i5-1035G1 512GB SSD 8GB Win 10 (Z3E2)",14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,256.45
Lenovo,"Lenovo ThinkPad T490s 14"" Laptop i5 8th Gen 500GB NVMe 8GB RAM Win 11 Pro Cam",14,8gb,Intel Core i5 8th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,239.99
Lenovo,"Lenovo IdeaPad Slim 7i Pro 14"" Touch Laptop i7-11370H 16GB RAM 1TB SSD",14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,,Open box,550.0
HP,"HP ZBook Fury 15 G7 FHD 15.6"" WS i7-10850H 2.70GHz,W5500M,16GB,512GB M.2 SSD",15.6,16,Intel Core i7 10th Gen.,AMD Radeon Pro W5500M,Dedicated Graphics,1920 x 1080,Open box,599.0
Acer,💥NEW💥 Acer Nitro Gaming Laptop i5-11400H 16GB/512GB - Shale Black - Ships Fast,15.6,16,Intel Core i5 11th Gen.,NVIDIA GeForce RTX 3050 Ti,Dedicated Graphics,1920 x 1080,New,668.95
Dell,"Dell Latitude 5580, i5-6th Gen. 2.6GHz, 16 GB Ram, 256 SSD, 15.6"" FHD Screen",15.6,16,Intel Core i5 6th Gen.,Intel HD Graphics 520,,1920 x 1080,Very Good - Refurbished,199.0
Microsoft,"Microsoft Surface Laptop 3 13.5"" Intel 10th Gen i5-8GB-256GB Platinum PKX-00001",13.5,8,Intel Core i5 10th Gen.,,Integrated/On-Board Graphics,2256 x 1504,Open box,399.0
Lenovo,"Lenovo IdeaPad 5 16"" (256GB SSD, Intel Core i5-1235U, 3.30GHz, 8GB RAM) Laptop -",16,8,Intel Core i3 12th Gen.,Integrated Intel UHD Graphics,Integrated/On-Board Graphics,2560 x 1600,Open box,309.99
Microsoft,"Microsoft Surface Laptop Go (12.4 inch, i5 10th Gen., 64 GB SSD, 4GB RAM)",12.4,4,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1536 x 1024,Open box,250.0
Dell,DELL LATITUDE 7212 RUGGED EXTREME TABLET i5-7300U 16GB 256GB SSD W10P GPS Keyboa,11.6,16,Intel Core i5 7th Gen.,Intel(R) HD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,381.99
Dell,Laptop Dell Latitude 3380 i3 Win 11Pro 23H2 256GB SSD 8GB 13.3 INCHES,13.3,8,Intel Core i3 6th Gen.,Intel HD Graphics 520,Integrated/On-Board Graphics,1366 x 768,Open box,159.95
Dell,"Dell Precision 5680 16"" 512GB SSD, Intel Core i7-13850, 2.10GHz, 32GB RAM NEW.",16,32,Intel Core i7 13th Gen.,INVIDIA RTX A1000,Dedicated Graphics,3840 x 2400,Open box,810.0
Dell,Dell Inspiron 16 7630 2-In-1 16'' 4K OLED Intel i7-1360P 1TB SSD 16GB RAM NO PEN,16,16,Intel Core i7 13th Gen.,NVIDIA GeForce MX550,Integrated/On-Board Graphics,3840 x 2400,Open box,859.99
Lenovo,"Lenovo 3 15ITL6 Core i5-1155G7 512GB SSD 8GB 15"" FHD TOUCHSCREEN - ABYSS-BLUE",15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,237.5
Dell,"Dell Latitude 5420 14"" Grey 2021 FHD 2.8 GHz i7-1165G7 16GB RAM 256GB SSD - Good",14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,,1920 x 1080,Good - Refurbished,274.99
Dell,"16GB, 256GB SSD, 15.6"" Dell Latitude 3540, i5-1335U",15.6,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,474.95
Lenovo,"Lenovo ThinkPad X1 Carbon Gen 6 14"" QHD 1.9GHz i7-8650U 16GB 512GB SSD Very Good",14,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,,2560 x 1440,Very Good - Refurbished,319.99
Dell,Dell Latitude 7490 Laptop PC Intel Core i7 4.20GHz 64GB RAM 2TB SSD Win 11 Pro,14,64,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,377.99
HP,HP ProBook X360 11 G4 11.6” Touch 2-in-1 Laptop Core i5 8GB 128GB SSD Windows 11,11.6,8,Intel Core i5 8th Gen.,Intel UHD Graphics 615,Integrated/On-Board Graphics,1366 x 768,Very Good - Refurbished,179.99
Lenovo,NEW LENOVO IDEAPAD 3i 15.6'' IPS i3-1215U 1.2GHz 8GB RAM - 512GB SSD - 82RK00BD,15.6,8,Intel Core i3 12th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,New,349.95
Lenovo,"Lenovo ThinkPad T470s 14"" Intel i5 6th Gen 8GB RAM 120GB SSD WiFi Win 10 Laptop",14,8,Intel Core i5 6th Gen.,Intel HD Graphics 520,Integrated/On-Board Graphics,,Very Good - Refurbished,159.99
Acer,Aspire 3 15A315-24PT-R90Z 8gb 512 GB Laptop,15.6,8,AMD Ryzen 5 7000 Series,AMD Radeon Graphics,Integrated/On-Board Graphics,1920 x 1080,New,349.0
Dell,"Dell Latitude 5420 14"" 2021 FHD 2.8 GHz i7-1165G7 16GB 256GB SSD - Good",14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,,1920 x 1080,Good - Refurbished,274.99
Dell,Dell Latitude Light Gaming Laptop PC Intel Core i7 4.2GHz 32GB RAM 2TB SSD Win11,14.1,32,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1366x768,Very Good - Refurbished,399.99
Dell,Dell Latitude Laptop Intel Core i7 4.2GHz Light Gaming Business 32GB RAM 2TB SSD,14,32,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,399.99
Dell,"Dell Latitude 7480 14"" Laptop - 64GB RAM 2TB SSD Intel Core i7 3.90GHz Win10 Pro",14,64,Intel Core i7 7th Gen.,Intel HD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,339.99
HP,"HP 15 Laptop: 15.6"" FHD LED, i5-1135G7, 8GB RAM, 256GB SSD Win 11 -15-dy2795wm",15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,369.0
Microsoft,Microsoft Surface Laptop 3 15 inch Intel i7 10THGEN 512GB SSD 16GB RAM WIN10PRO,15,16,Intel Core i7 10th Gen.,,,,New,699.99
Asus,"ASUS Vivobook 15 Laptop (Core i3 1215U/16GB/Intel UHD Graphics/512GB/15.6"" FHD)",15.6,16,AMD Ryzen 5 7000 Series,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,279.99
Lenovo,"Lenovo IdeaPad 3 14ITL05 14"" Intel Core i3-1115G4 3.0GHz, 8GB RAM, 128GB SSD",14,8,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,199.99
Lenovo,"Thinkpad T470 i7-7600U 14"" FHD 32GB 512gb ssd Win pro 11 Pro Laptop Notebook cam",14,32,Intel Core i7 7th Gen.,,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,339.99
HP,"HP Pavilion Laptop 14-dv2097nr 14"" FHD 1.3GHz i5-1235U 16GB RAM 256GB SSD",14,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,309.99
HP,"HP EliteBook x360 1040 G7 PC 14"" Touch FHD i7-10810U 1.10GHz,WWAN,16GB,512GB M.2",14,16,Intel Core i7 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,499.0
Dell,"Dell Gaming Laptop 15.6"" 64GB RAM 2TB SSD Intel Core i5 3.60GHz Windows 11 Pro",15.6,64,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,358.0
Lenovo,"🔥 2023 Lenovo Ideapad 3i 15.6"" FHD Touch i5-1155G7/8GB/512GB SSD/Windows 11",15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,398.75
Lenovo,"Lenovo ThinkPad X1 Carbon 7th Gen 14"" Laptop i5 256GB SSD 8GB RAM Win 11 (SNB)",14,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,296.96
Acer,"Acer Aspire 5 14"" FHD Intel i5-1135G7 4.20 GHz 256GB SSD 8GB RAM WIN10 Gold",14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,334.99
Lenovo,"Lenovo ThinkPad X1 Carbon 7th Gen 14"" Laptop i5 512GB SSD 16GB RAM Win 10 (SNB)",14,16,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,359.96
Microsoft,"Microsoft Surface Laptop 4 13.5"" 2021 FHD+ TOUCH 3.0GHz i7-1185G7 16GB 512GB SSD",13.5,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,,2256 x 1504,Excellent - Refurbished,499.99
Lenovo,Lenovo ThinkPad X1 Carbon Gen 11 14 2023 FHD+ TOUCH 1.8GHz i7-1365U 16GB 512GB,14,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1200,Excellent - Refurbished,999.99
HP,"NEW HP 15-dy5131wm 15.6"" Laptop, Intel i3 12th gen 8GB RAM 256GB SSD Silver",15.6,8,Intel Core i3 12th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1366 x 768,New,319.0
Lenovo,"Lenovo ThinkPad X1 Carbon 8th Gen 14"" Laptop i5 512GB SSD 16GB RAM Win 11 (P2)",14,16,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,3840 x 2160,Very Good - Refurbished,422.96
Asus,"ASUS Vivobook Laptop F1704ZA 17.3"" FHD Intel Core i5 8GB 512GB Backlit KB.",17.3,8,Intel Core i5 12th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,384.0
HP,"HP EliteBook 850 G5 15.6"" 64GB RAM 2TB SSD Intel Quad Core i7 4.80GHz AMD Radeon",15.6,64,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Dedicated Graphics,1920 x 1080,Very Good - Refurbished,387.99
HP,"New HP ENVY x360 15.6"" FHD Laptop Intel i7-1260P 16GB RAM 512GB SSD 15-es2072cl",15.6,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,698.98
Huawei,Pristine QHD Display Huawei MateBook X Intel i7-7500U 2.7GHZ 8GB RAM 512GB SSD,13.9,8,Intel Core i7 7th Gen.,Intel HD Graphics 620,Dedicated Graphics,2160 x 1440,Open box,399.6
