index,game-of-thones-deaths,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
261,House Stark,261,9,Frey soldier,House Frey,The Twins,Sword,Stark soldier,3
262,House Stark,262,9,Frey soldier,House Frey,The Twins,Arrow,Grey Wind,3
263,House Stark,263,9,Frey soldier,House Frey,The Twins,Knife,Stark soldier,3
264,House Stark,264,9,Frey soldier,House Frey,The Twins,Knife,Stark soldier,3
265,House Stark,265,9,Roose Bolton,House Bolton,The Twins,Knife,Robb Stark,3
266,House Frey,266,9,Catelyn Stark,House Stark,The Twins,Knife,Joyeuse Frey,3
267,House Stark,267,9,Walder Rivers,House Frey,The Twins,Knife,Catelyn Stark,3
268,House Stark,268,10,Frey soldier,House Frey,The Twins,Sword,Stark soldier,3
269,House Stark,269,10,Frey soldier,House Frey,The Twins,Hanging,Stark soldier,3
270,House Stark,270,10,Frey soldier,House Frey,The Twins,Sword,Stark soldier,3
271,House Frey,271,10,Arya Stark,House Stark,Riverlands,Knife,Frey soldier,3
272,House Frey,272,10,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Sword,Frey soldier,3
273,House Frey,273,10,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Sword,Frey soldier,3
274,House Frey,274,10,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Sword,Frey soldier,3
275,House Baratheon of King's Landing,275,1,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Sword,Baratheon of King's Landing soldier,4
276,House Baratheon of King's Landing,276,1,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Knife,Lowell (King's Soldier),4
277,House Baratheon of King's Landing,277,1,Arya Stark,House Stark,Riverlands,Sword,Baratheon of King's Landing soldier,4
278,House Baratheon of King's Landing,278,1,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Sword,Baratheon of King's Landing soldier,4
279,House Baratheon of King's Landing,279,1,Arya Stark,House Stark,Riverlands,Sword,Polliver,4
280,Smallfolk,280,2,Ramsay Bolton,House Bolton,Dreadfort,Dogs,Tansy,4
281,House Baratheon of Dragonstone,281,2,"Melisandre ""the Red Woman"" of Asshai",Lord of Light,Dragonstone,Fire,Axell Florent,4
282,House Baratheon of Dragonstone,282,2,"Melisandre ""the Red Woman"" of Asshai",Lord of Light,Dragonstone,Fire,Dragonstone citizen,4
283,House Baratheon of Dragonstone,283,2,"Melisandre ""the Red Woman"" of Asshai",Lord of Light,Dragonstone,Fire,Dragonstone citizen,4
284,None,284,2,Summer,House Stark,Beyond the Wall,Teeth,Deer,4
285,House Lannister,285,2,Olenna Tyrell,House Tyrell,King's Landing,Poison,Joffrey Baratheon,4
286,House Hollard,286,3,Baelish soldier,House Baelish,King's Landing,Arrow,Dontos Hollard,4
287,Smallfolk,287,3,Ygritte,Free Folk,The Gift,Arrow,Guymon,4
288,Smallfolk,288,3,Styr,Free Folk,The Gift,Axe,Olly's mum,4
289,Smallfolk,289,3,Thenn raider,Free Folk,The Gift,Unknown,Peasant,4
290,Smallfolk,290,3,Tormund,Free Folk,The Gift,Sword,Peasant,4
291,Smallfolk,291,3,Tormund,Free Folk,The Gift,Sword,Peasant,4
292,Smallfolk,292,3,Tormund,Free Folk,The Gift,Sword,Peasant,4
293,Smallfolk,293,3,Tormund,Free Folk,The Gift,Sword,Peasant,4
294,Smallfolk,294,3,Ygritte,Free Folk,The Gift,Sword,Peasant,4
295,None,295,3,Daario Naharis,House Targaryen,Meereen,Knife,Champion of Meereen's Horse,4
296,Great Masters,296,3,Daario Naharis,House Targaryen,Meereen,Arakh,Champion of Meereen,4
297,Great Masters,297,4,Meereen slaves,None,Meereen,Unknown,Meereen slave master,4
298,Night's Watch,298,5,Eddison Tollett,Night's Watch,Beyond the Wall,Sword,Night's Watch mutineer,4
299,Night's Watch,299,5,Locke,House Bolton,Beyond the Wall,Sword,Night's Watch mutineer,4
300,Night's Watch,300,5,Locke,House Bolton,Beyond the Wall,Sword,Night's Watch mutineer,4
301,Night's Watch,301,5,Night's Watch mutineer,Night's Watch,Beyond the Wall,Axe,Night's Watch brother,4
302,Night's Watch,302,5,Night's Watch mutineer,Night's Watch,Beyond the Wall,Sword,Night's Watch brother,4
303,Night's Watch,303,5,Jon Snow,House Stark,Beyond the Wall,Sword,Night's Watch mutineer,4
304,Night's Watch,304,5,Night's Watch mutineer,Night's Watch,Beyond the Wall,Sword,Night's Watch brother,4
305,Night's Watch,305,5,Jon Snow,House Stark,Beyond the Wall,Sword,Night's Watch mutineer,4
306,Night's Watch,306,5,Eddison Tollett,Night's Watch,Beyond the Wall,Sword,Night's Watch mutineer,4
307,Night's Watch,307,5,Jon Snow,House Stark,Beyond the Wall,Sword,Night's Watch mutineer,4
308,House Bolton,308,5,Hodor/Bran Stark,House Stark,Beyond the Wall,Hands,Locke,4
309,Night's Watch,309,5,Jon Snow,House Stark,Beyond the Wall,Sword,Night's Watch mutineer,4
310,Night's Watch,310,5,Karl Tanner,Night's Watch,Beyond the Wall,Knife,Night's Watch brother,4
311,Night's Watch,311,5,Jon Snow,House Stark,Beyond the Wall,Sword,Karl Tanner,4
312,Night's Watch,312,5,Grenn,Night's Watch,Beyond the Wall,Sword,Night's Watch mutineer,4
313,Night's Watch,313,5,Ghost,House Stark,Beyond the Wall,Teeth,Rast,4
314,House Bolton,314,6,Yara Greyjoy,House Greyjoy,Dreadfort,Axe,Bolton soldier,4
315,House Bolton,315,6,Greyjoy soldier,House Greyjoy,Dreadfort,Knife,Bolton soldier,4
316,House Bolton,316,6,Greyjoy soldier,House Greyjoy,Dreadfort,Sword,Bolton soldier,4
317,House Greyjoy,317,6,Ramsay Bolton,House Bolton,Dreadfort,Knife,Greyjoy soldier,4
318,House Bolton,318,6,Yara Greyjoy,House Greyjoy,Dreadfort,Axe,Bolton soldier,4
319,House Bolton,319,6,Yara Greyjoy,House Greyjoy,Dreadfort,Axe,Bolton soldier,4
320,None,320,6,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),Goat,4
321,None,321,7,"Gregor ""the Mountain"" Clegane",House Lannister,King's Landing,Sword,Prisoner,4
322,None,322,7,"Gregor ""the Mountain"" Clegane",House Lannister,King's Landing,Sword,Prisoner,4
323,None,323,7,"Gregor ""the Mountain"" Clegane",House Lannister,King's Landing,Sword,Prisoner,4
324,Smallfolk,324,7,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Knife,Peasant,4
325,None,325,7,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Hands,Biter,4
326,None,326,7,Arya Stark,House Stark,Riverlands,Sword,Rorge,4
327,House Baelish,327,7,Petyr Baelish,House Baelish,The Eyrie,Moon Door,Lysa Arryn,4
328,Smallfolk,328,8,Thenn raider,Free Folk,Mole's Town,Knife,Peasant,4
329,Smallfolk,329,8,Tormund,Free Folk,Mole's Town,Sword,Peasant,4
330,Smallfolk,330,8,Ygritte,Free Folk,Mole's Town,Spear,Peasant,4
331,Smallfolk,331,8,Ygritte,Free Folk,Mole's Town,Spear,Peasant,4
332,Smallfolk,332,8,Styr,Free Folk,Mole's Town,Axe,Peasant,4
333,Smallfolk,333,8,Styr,Free Folk,Mole's Town,Axe,Peasant,4
334,Smallfolk,334,8,Tormund,Free Folk,Mole's Town,Sword,Peasant,4
335,Smallfolk,335,8,Tormund,Free Folk,Mole's Town,Sword,Peasant,4
336,Smallfolk,336,8,Ygritte,Free Folk,Mole's Town,Spear,Peasant,4
337,Smallfolk,337,8,Ygritte,Free Folk,Mole's Town,Knife,Peasant,4
338,House Greyjoy,338,8,Greyjoy soldier,House Greyjoy,Moat Cailin,Axe,Ralf Kenning,4
339,House Martell,339,8,"Gregor ""the Mountain"" Clegane",House Lannister,King's Landing,Hands,Oberyn Martell,4
340,Free Folk,340,9,Night's Watch brother,Night's Watch,Castle Black,Flaming arrow,Wildling,4
341,Free Folk,341,9,Night's Watch brother,Night's Watch,Castle Black,Flaming arrow,Wildling,4
342,Night's Watch,342,9,Ygritte,Free Folk,Castle Black,Flaming arrow,Night's Watch brother,4
343,Free Folk,343,9,Night's Watch brother,Night's Watch,Beyond the Wall,Flaming arrow,Wildling,4
344,Free Folk,344,9,Night's Watch brother,Night's Watch,Beyond the Wall,Flaming arrow,Wildling,4
345,Free Folk,345,9,Night's Watch brother,Night's Watch,Beyond the Wall,Flaming arrow,Wildling,4
346,Free Folk,346,9,Night's Watch brother,Night's Watch,Beyond the Wall,Flaming arrow,Wildling,4
347,Night's Watch,347,9,Ygritte,Free Folk,Castle Black,Flaming arrow,Night's Watch brother,4
348,Night's Watch,348,9,Ygritte,Free Folk,Castle Black,Flaming arrow,Night's Watch brother,4
349,Night's Watch,349,9,Wildling,Free Folk,Castle Black,Arrow,Night's Watch brother,4
350,Night's Watch,350,9,Wildling,Free Folk,Castle Black,Arrow,Night's Watch brother,4
351,Free Folk,351,9,Alliser Thorne,Night's Watch,Castle Black,Sword,Wildling,4
352,Night's Watch,352,9,Thenn raider,Free Folk,Castle Black,Sword,Night's Watch brother,4
353,Free Folk,353,9,Alliser Thorne,Night's Watch,Castle Black,Sword,Thenn raider,4
354,Night's Watch,354,9,Tormund,Free Folk,Castle Black,Axe,Night's Watch brother,4
355,Night's Watch,355,9,Tormund,Free Folk,Castle Black,Axe,Night's Watch brother,4
356,Free Folk,356,9,Night's Watch brother,Night's Watch,Castle Black,Flaming arrow,Wildling,4
357,Free Folk,357,9,Night's Watch brother,Night's Watch,Castle Black,Flaming arrow,Wildling,4
358,Free Folk,358,9,Night's Watch brother,Night's Watch,Castle Black,Flaming arrow,Wildling,4
359,Free Folk,359,9,Night's Watch brother,Night's Watch,Castle Black,Flaming arrow,Wildling,4
360,Free Folk,360,9,Night's Watch brother,Night's Watch,Castle Black,Flaming arrow,Wildling,4
361,Night's Watch,361,9,Wildling giant,Free Folk,The Wall,Giant arrow,Night's Watch brother,4
362,Night's Watch,362,9,Thenn raider,Free Folk,Castle Black,Axe,Night's Watch brother,4
363,Night's Watch,363,9,Wildling,Free Folk,Castle Black,Nail,Night's Watch brother,4
364,Free Folk,364,9,Night's Watch brother,Night's Watch,Castle Black,Arrow,Wildling,4
365,Night's Watch,365,9,Wildling,Free Folk,Castle Black,Knife,Night's Watch brother,4
366,Night's Watch,366,9,Styr,Free Folk,Castle Black,Axe,Night's Watch brother,4
367,Night's Watch,367,9,Styr,Free Folk,Castle Black,Axe,Night's Watch brother,4
368,Night's Watch,368,9,Styr,Free Folk,Castle Black,Axe,Night's Watch brother,4
369,Night's Watch,369,9,Ygritte,Free Folk,Castle Black,Arrow,Night's Watch brother,4
370,Night's Watch,370,9,Ygritte,Free Folk,Castle Black,Arrow,Night's Watch brother,4
371,Night's Watch,371,9,Ygritte,Free Folk,Castle Black,Arrow,Night's Watch brother,4
372,Free Folk,372,9,Night's Watch brother,Night's Watch,Castle Black,Axe,Wildling,4
373,Free Folk,373,9,Night's Watch brother,Night's Watch,Castle Black,Pot,Wildling,4
374,Free Folk,374,9,Night's Watch brother,Night's Watch,Castle Black,Butcher's knife,Wildling,4
375,Night's Watch,375,9,Wildling,Free Folk,Castle Black,Axe,Night's Watch brother,4
376,Free Folk,376,9,Pypar,Night's Watch,Castle Black,Arrow,Wildling,4
377,Night's Watch,377,9,Ygritte,Free Folk,Castle Black,Arrow,Pypar,4
378,Free Folk,378,9,Night's Watch brother,Night's Watch,Beyond the Wall,Barrel,Wildling,4
379,Free Folk,379,9,Night's Watch brother,Night's Watch,Beyond the Wall,Barrel,Wildling,4
380,Free Folk,380,9,Night's Watch brother,Night's Watch,Beyond the Wall,Barrel,Wildling,4
381,Free Folk,381,9,Night's Watch brother,Night's Watch,Beyond the Wall,Barrel,Wildling,4
382,Free Folk,382,9,Night's Watch brother,Night's Watch,Beyond the Wall,Barrel,Wildling,4
383,Free Folk,383,9,Night's Watch brother,Night's Watch,Beyond the Wall,Barrel,Wildling,4
384,Free Folk,384,9,Night's Watch brother,Night's Watch,Beyond the Wall,Barrel,Wildling,4
385,Free Folk,385,9,Alliser Thorne,Night's Watch,Castle Black,Sword,Wildling,4
386,Night's Watch,386,9,Tormund,Free Folk,Castle Black,Axe,Night's Watch brother,4
387,Free Folk,387,9,Sam Tarly,Night's Watch,Castle Black,Arrow,Thenn raider,4
388,Free Folk,388,9,Night's Watch brother,Night's Watch,Beyond the Wall,Burning oil,Wildling,4
389,Free Folk,389,9,Night's Watch brother,Night's Watch,Beyond the Wall,Burning oil,Wildling,4
390,Free Folk,390,9,Night's Watch brother,Night's Watch,Beyond the Wall,Burning oil,Wildling,4
391,Free Folk,391,9,Night's Watch brother,Night's Watch,Beyond the Wall,Burning oil,Wildling,4
392,Free Folk,392,9,Night's Watch brother,Night's Watch,Beyond the Wall,Burning oil,Wildling,4
393,Free Folk,393,9,Night's Watch brother,Night's Watch,Beyond the Wall,Burning oil,Wildling,4
394,Free Folk,394,9,Night's Watch brother,Night's Watch,Beyond the Wall,Burning oil,Wildling,4
395,Free Folk,395,9,Giant mammoth,Free Folk,Beyond the Wall,Mammoth foot,Wildling,4
396,Free Folk,396,9,Night's Watch brother,Night's Watch,Beyond the Wall,Giant arrow,Giant wildling,4
397,Night's Watch,397,9,None,None,The Wall,Burning oil,Night's Watch brother,4
398,Night's Watch,398,9,Wildling,Free Folk,The Wall,Flaming arrow,Night's Watch brother,4
399,Night's Watch,399,9,Wildling giant,Free Folk,Castle Black,Unknown,Grenn,4
400,Free Folk,400,9,Grenn,Night's Watch,Castle Black,Unknown,Mag the Mighty giant,4
401,Free Folk,401,9,Jon Snow,House Stark,Castle Black,Sword,Wildling,4
402,Free Folk,402,9,Jon Snow,House Stark,Castle Black,Sword,Wildling,4
403,Free Folk,403,9,Jon Snow,House Stark,Castle Black,Sword,Wildling,4
404,Night's Watch,404,9,Styr,Free Folk,Castle Black,Axe,Night's Watch brother,4
405,Night's Watch,405,9,Tormund,Free Folk,Castle Black,Sword,Night's Watch brother,4
406,Night's Watch,406,9,Tormund,Free Folk,Castle Black,Sword,Night's Watch brother,4
407,Free Folk,407,9,Jon Snow,House Stark,Castle Black,Sword,Wildling,4
408,Free Folk,408,9,Ghost,House Stark,Castle Black,Teeth,Thenn raider,4
409,Free Folk,409,9,Jon Snow,House Stark,Castle Black,Sword,Wildling,4
410,Night's Watch,410,9,Tormund,Free Folk,Castle Black,Sword,Night's Watch brother,4
411,Night's Watch,411,9,Tormund,Free Folk,Castle Black,Sword,Night's Watch brother,4
412,Night's Watch,412,9,Styr,Free Folk,Castle Black,Axe,Night's Watch brother,4
413,Free Folk,413,9,Jon Snow,House Stark,Castle Black,Sword,Wildling,4
414,Free Folk,414,9,Jon Snow,House Stark,Castle Black,Hammer,Styr,4
415,Free Folk,415,9,Olly,Night's Watch,Castle Black,Arrow,Ygritte,4
416,Night's Watch,416,9,Wildling,Free Folk,Castle Black,Sword,Night's Watch brother,4
417,Free Folk,417,9,Night's Watch brother,Night's Watch,The Wall,Scythe,Wildling,4
418,Free Folk,418,9,Night's Watch brother,Night's Watch,The Wall,Scythe,Wildling,4
419,Free Folk,419,9,Night's Watch brother,Night's Watch,The Wall,Scythe,Wildling,4
420,Free Folk,420,9,Night's Watch brother,Night's Watch,The Wall,Scythe,Wildling,4
421,Free Folk,421,9,Night's Watch brother,Night's Watch,The Wall,Scythe,Wildling,4
422,Free Folk,422,9,Night's Watch brother,Night's Watch,The Wall,Scythe,Wildling,4
423,Free Folk,423,9,Night's Watch brother,Night's Watch,The Wall,Scythe,Wildling,4
424,Free Folk,424,9,Night's Watch brother,Night's Watch,The Wall,Scythe,Wildling,4
425,Free Folk,425,9,Night's Watch brother,Night's Watch,The Wall,Scythe,Wildling,4
426,Free Folk,426,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Spear,Wildling,4
427,Free Folk,427,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Axe,Wildling,4
428,Free Folk,428,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Spear,Wildling,4
429,House Baratheon of Dragonstone,429,10,Wildling,Free Folk,Beyond the Wall,Arrow,Baratheon of Dragonstone soldier,4
430,Free Folk,430,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Spear,Wildling,4
431,Free Folk,431,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Spear,Wildling,4
432,Free Folk,432,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Sword,Wildling,4
433,Free Folk,433,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Sword,Wildling,4
434,Free Folk,434,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Sword,Wildling,4
435,Free Folk,435,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Sword,Wildling,4
436,Free Folk,436,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Sword,Wildling,4
437,Free Folk,437,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Sword,Wildling,4
438,Free Folk,438,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Sword,Wildling,4
439,Free Folk,439,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Sword,Wildling,4
440,Smallfolk,440,10,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),Zalla,4
441,House Stark,441,10,Meera Reed,House Stark,Beyond the Wall,Knife,Jojen Reed,4
442,House Clegane,442,10,Brienne of Tarth,House Tarth,The Vale,Hands,"Sandor ""The Hound"" Clegane",4
443,House Lannister,443,10,Tyrion Lannister,House Lannister,King's Landing,Hands/Necklace,Shae,4
444,House Lannister,444,10,Tyrion Lannister,House Lannister,King's Landing,Arrow,Tywin Lannister,4
445,House Targaryen,445,1,Sons of the Harpy agent,Sons of the Harpy,Meereen,Knife,White Rat,5
446,Free Folk,446,1,Jon Snow,Night's Watch,Castle Black,Arrow,Mance Rayder,5
447,House Baelish,447,2,Brienne of Tarth,House Tarth,Eastern Road,Sword,Baelish soldier,5
448,House Baelish,448,2,Brienne of Tarth,House Tarth,Eastern Road,Sword,Baelish soldier,5
449,House Baelish,449,2,Brienne of Tarth,House Tarth,Eastern Road,Sword,Baelish soldier,5
450,Smallfolk,450,2,Peasant,Smallfolk,King's Landing,Unknown,Unamed Dwarf,5
451,None,451,2,Arya Stark,House Stark,Braavos,Sword,Pigeon,5
452,Sons of the Harpy,452,2,Meereen slave,None,Meereen,Knife,Sons of the Harpy agent,5
453,None,453,2,Daario Naharis,House Targaryen,Meereen,Arakh,Meereen slave,5
454,Great Masters,454,2,Meereen slave,None,Meereen,Hands,Great Master,5
455,None,455,3,Ramsay Bolton,House Bolton,Winterfell,Flaying,Peasant,5
456,None,456,3,Ramsay Bolton,House Bolton,Winterfell,Flaying,Peasant,5
457,None,457,3,Ramsay Bolton,House Bolton,Winterfell,Flaying,Peasant,5
458,Night's Watch,458,3,Jon Snow,Night's Watch,Castle Black,Sword,Janos Slynt,5
459,None,459,3,Qyburn,House Lannister,King's Landing,Knife,Rat,5
460,None,460,4,Bronn,House Lannister,Dorne,Knife,Snake,5
461,House Martell,461,4,Bronn,House Lannister,Dorne,Knife,Dorne Soldier,5
462,House Martell,462,4,Bronn,House Lannister,Dorne,Sword,Dorne Soldier,5
463,House Martell,463,4,Bronn,House Lannister,Dorne,Sword,Dorne Horse,5
464,House Martell,464,4,Jaime Lannister,House Lannister,Dorne,Sword,Dorne Soldier,5
465,None,465,4,Obara Sand,House Martell,Dorne,Spear,Dorne Smuggler,5
466,House Targaryen,466,4,Sons of the Harpy agent,Sons of the Harpy,Meereen,Knife,Second Sun Mercenary,5
467,House Targaryen,467,4,Sons of the Harpy agent,Sons of the Harpy,Meereen,Knife,Second Sun Mercenary,5
468,House Targaryen,468,4,Sons of the Harpy agent,Sons of the Harpy,Meereen,Knife,Second Sun Mercenary,5
469,House Targaryen,469,4,Sons of the Harpy agent,Sons of the Harpy,Meereen,Knife,Unsullied Soldier,5
470,Sons of the Harpy,470,4,Unsullied Soldier,House Targaryen,Meereen,Spear,Sons of the Harpy agent,5
471,Sons of the Harpy,471,4,Unsullied Soldier,House Targaryen,Meereen,Spear,Sons of the Harpy agent,5
